q,qer,theoreticKeyRate,n,N,L,frozenBitsAlgorithm,numInfoQudits,maxListSize,errorProb,keyRate,timeRate,numTrials
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,50,2,1.0,0.6236959963810857,0.0002547576757812475,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,51,1,1.0,0.6438910159179697,0.00015598289453125247,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,51,2,1.0,0.6360785159179697,0.00025582007031250243,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,52,1,1.0,0.6562735354548538,0.00016159596484374816,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,52,2,1.0,0.6484610354548538,0.00027656298046875084,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,53,1,1.0,0.6686560549917379,0.0001528701328125015,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,53,2,1.0,0.6608435549917379,0.00026693430859375144,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,54,1,1.0,0.6810385745286218,0.00015026148046874964,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,54,2,1.0,0.6732260745286218,0.0002641573164062505,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,55,1,1.0,0.6934210940655059,0.0001503575429687487,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,55,2,1.0,0.6856085940655059,0.0002642987109374984,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,56,1,1.0,0.70580361360239,0.00015053190234374904,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,56,2,1.0,0.69799111360239,0.00026362167187500064,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,57,1,1.0,0.7181861331392739,0.00015115686718750076,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,57,2,1.0,0.7103736331392739,0.00026873943750000074,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,1,1,0.005,0.09906015629507227,0.00012208137499999998,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,1,2,0.0,0.06781015629507227,0.00013237076562499998,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,1,3,0.0,0.049530078147536134,0.00013404528124999994,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,2,1,0.005,0.1485902344426084,0.000121317015625,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,2,2,0.0,0.11734023444260841,0.00013408546874999996,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,2,3,0.0,0.09906015629507228,0.00013789470312499996,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,3,1,0.02,0.19812031259014454,0.00012087040625000003,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,3,2,0.0,0.16687031259014454,0.0001403965781250001,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,3,3,0.0,0.1485902344426084,0.00014963762500000004,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,4,1,0.035,0.24765039073768066,0.000122600765625,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,4,2,0.0,0.21640039073768066,0.00015422281250000003,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,4,3,0.0,0.19812031259014454,0.00017378710937499987,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,5,1,0.1,0.2971804688852168,0.0001205167343750002,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,5,2,0.015,0.2659304688852168,0.00015436482812499985,200
3,0.98,0.4635219581793355,5,32,100,degradingUpgrading,5,3,0.02,0.2476503907376807,0.00017631639062499983,200
